Survey Year,Timestamp, SalaryUSD ,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,NewestVersionInProduction,OldestVersionInProduction,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2020,12/17/2019 17:49:47,  120.000 ,United States,,DB2,1,"Microsoft SQL Server, Oracle, Teradata",Full time employee,Developer: T-SQL,No,10,3,1,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/17/2019 13:34:11,  145.000 ,United States,15090,Microsoft SQL Server,10,Couchbase,Full time employee,Manager,No,7,2 (I worked at another similar position elsewhere before this one),None,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008R2,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 13:14:28,  57.438 ,Sweden,,Microsoft SQL Server,20,"Azure SQL DB (any flavor), Amazon RDS (any flavor), CosmosDB",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,4,1,Not Asked,30,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 12:56:10,  67.000 ,United States,98148,Microsoft SQL Server,2,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,1 (this is the only company where I've had this kind of position),1,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same role, but change employers",Male,Not Asked,Not Asked,1
2020,12/17/2019 12:39:25,  103.000 ,Canada,,Microsoft SQL Server,20,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,3,1,Not Asked,49,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008,300K-1M (large city),State/province government,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 11:58:47,  100.000 ,United States,55802,Microsoft SQL Server,5,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,4,1,Not Asked,25,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,sql 2005,20K-99K (large town),Private business,Not Asked,"Stay with the same employer, same role",I am Batman,Not Asked,Not Asked,1
2020,12/17/2019 10:47:17,  120.000 ,United States,44706,Microsoft SQL Server,25,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,1 (this is the only company where I've had this kind of position),2,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,20K-99K (large town),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 10:35:07,  70.000 ,United States,38118,Other,1,"Microsoft SQL Server, Azure SQL DB (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,1 (this is the only company where I've had this kind of position),None,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,300K-1M (large city),Private business,Not Asked,Change both employers and roles,Male,Not Asked,Not Asked,1
2020,12/17/2019 10:33:01,  66.000 ,Poland,,Microsoft SQL Server,10,,"Independent consultant, contractor, freelancer,  or company owner",Engineer,No,15,1 (this is the only company where I've had this kind of position),None,Not Asked,4,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 10:28:06,  85.000 ,South Africa,0157,Microsoft SQL Server,16,"Oracle, MySQL/MariaDB, DB2, Microsoft Access, SQLite, SQLBase",Full time employee,"Developer: App code (C#, JS, etc)",No,25,5,5,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,2000,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 10:09:38,  84.526 ,Germany,20,Microsoft SQL Server,9,"Microsoft SQL Server, Oracle",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,9,1 (this is the only company where I've had this kind of position),1,Not Asked,400,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2019,SQL Server 2008,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 9:35:52,  12.600 ,Brazil,,Microsoft SQL Server,6,Azure SQL DB (any flavor),Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,2 (I worked at another similar position elsewhere before this one),1,Not Asked,7000,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2019,SQL Server 2008,"<= 20,000 (town)",Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 9:18:18,  100.000 ,United States,37013,Microsoft SQL Server,5,"PostgreSQL, SQLite, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,Architect,No,3,2 (I worked at another similar position elsewhere before this one),1,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2016,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 8:54:18,  70.000 ,United Kingdom,G2,Microsoft SQL Server,9,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,2 (I worked at another similar position elsewhere before this one),None,Not Asked,30,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2016,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 8:32:56,  76.000 ,United States,84020,Microsoft SQL Server,2,,Full time employee,Analyst,No,2,1 (this is the only company where I've had this kind of position),4,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,1M+ (metropolis),Non-profit,Not Asked,Change both employers and roles,Female,Not Asked,Not Asked,1
2020,12/17/2019 8:27:11,  85.000 ,United States,22201,Microsoft SQL Server,4,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB (any flavor)",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,4,2 (I worked at another similar position elsewhere before this one),2,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2019,SQL Server 2017,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/17/2019 7:24:59,  85.000 ,United States,667,Microsoft SQL Server,2,Microsoft Access,Full time employee,Analyst,No,2,1 (this is the only company where I've had this kind of position),None,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,20K-99K (large town),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/17/2019 6:36:31,  100.000 ,United States,190,Microsoft SQL Server,17,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,3,None,Not Asked,32,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Female,Not Asked,Not Asked,1
2020,12/17/2019 4:23:11,  152.000 ,United Kingdom,M23,Microsoft SQL Server,22,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Architect,No,10,4,None,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/17/2019 3:56:42,  32.000 ,Czech Republic,,Microsoft SQL Server,9,,Full time employee,Developer: T-SQL,No,9,1 (this is the only company where I've had this kind of position),More than 5,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008R2,100K-299K (city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 3:25:35,  75.000 ,Netherlands,,Microsoft SQL Server,2,Microsoft SQL Server,Full time employee,Other,No,2,1 (this is the only company where I've had this kind of position),3,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008,20K-99K (large town),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/17/2019 2:53:44,  105.000 ,United States,53215,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle",Full time employee,Engineer,No,10,1 (this is the only company where I've had this kind of position),3,Not Asked,25,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2008R2,300K-1M (large city),Private business,Not Asked,Prefer not to say,Male,Not Asked,Not Asked,1
2020,12/17/2019 2:21:50,  96.000 ,United States,,Microsoft SQL Server,20,"Microsoft Access, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,2 (I worked at another similar position elsewhere before this one),3,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 1:55:14,  22.000 ,India,16001,Microsoft SQL Server,8,"MySQL/MariaDB, PostgreSQL",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,1,4,3,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,300K-1M (large city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/17/2019 1:28:56,  70.000 ,United States,75072,Microsoft SQL Server,12,Microsoft SQL Server,Full time employee,Analyst,No,12,1 (this is the only company where I've had this kind of position),None,Not Asked,6,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2008R2,300K-1M (large city),Private business,Not Asked,Change both employers and roles,Male,Not Asked,Not Asked,1
2020,12/17/2019 0:21:47,  114.000 ,Canada,,Microsoft SQL Server,18,"SQLite, Azure SQL DB (any flavor)",Full time employee,Manager,Yes,12,2 (I worked at another similar position elsewhere before this one),1,Not Asked,4,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/16/2019 23:02:22,  80.000 ,Australia,2229,Microsoft SQL Server,15,Azure SQL DB (any flavor),Full time employee,"Developer: App code (C#, JS, etc)",No,1,4,2,Not Asked,3,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2008R2,1M+ (metropolis),Private business,Not Asked,Prefer not to say,Male,Not Asked,Not Asked,1
2020,12/16/2019 22:55:29,  53.000 ,Germany,42389,Microsoft SQL Server,4,,Full time employee,Engineer,No,20,3,None,Not Asked,8,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,2000,300K-1M (large city),Private business,Not Asked,"Stay with the same role, but change employers",Male,Not Asked,Not Asked,1
2020,12/16/2019 22:20:47,  115.000 ,United States,,Microsoft SQL Server,8,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,2 (I worked at another similar position elsewhere before this one),3,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2017,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Female,Not Asked,Not Asked,1
2020,12/16/2019 20:39:38,  135.000 ,United States,10004,Microsoft SQL Server,9,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,9,3,1,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/16/2019 19:55:33,  14.000 ,Canada,T3K,Oracle,30,"Microsoft SQL Server, Azure SQL DB (any flavor)",Full time employee,Architect,No,8,1 (this is the only company where I've had this kind of position),1,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2012,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same role, but change employers",Male,Not Asked,Not Asked,1
2020,12/16/2019 19:54:06,  158.995 ,United States,,DB2,12,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,3,3,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2014,SQL Server 2014,20K-99K (large town),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/16/2019 19:31:29,  150.000 ,United States,,Microsoft SQL Server,8,"Microsoft SQL Server, Couchbase","Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,1 (this is the only company where I've had this kind of position),None,Not Asked,64,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/16/2019 19:14:57,  83.000 ,Ireland,,Microsoft SQL Server,6,"MySQL/MariaDB, PostgreSQL",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,3,More than 5,Not Asked,200,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2012,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/16/2019 19:11:28,  110.000 ,United States,84043,Microsoft SQL Server,10,"Microsoft Access, Google cloud, Hadoop ",Full time employee,Architect,No,3,1 (this is the only company where I've had this kind of position),None,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008R2,300K-1M (large city),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/16/2019 18:56:18,  80.000 ,France,,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, PostgreSQL, SQLite",Full time employee,Manager,Yes,6,1 (this is the only company where I've had this kind of position),5,Not Asked,30,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,sql server 2000,1M+ (metropolis),Private business,Not Asked,Change both employers and roles,Male,Not Asked,Not Asked,1
2020,12/16/2019 17:23:13,  160.000 ,United States,10001,Microsoft SQL Server,18,"Microsoft SQL Server, Oracle, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,25,5,None,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008R2,1M+ (metropolis),Non-profit,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
2020,12/16/2019 17:10:10,  70.000 ,Australia,,Microsoft SQL Server,9,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,2 (I worked at another similar position elsewhere before this one),4,Not Asked,250,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2017,SQL 2000,1M+ (metropolis),Private business,Not Asked,"Stay with the same employer,  but change roles",Male,Not Asked,Not Asked,1
2020,12/16/2019 16:56:16,  95.000 ,United States,14032,Microsoft SQL Server,13,"Oracle, DB2, Microsoft Access, Azure SQL DB (any flavor)",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,9,3,None,Not Asked,5,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,SQL Server 2016,SQL Server 2008,100K-299K (city),Private business,Not Asked,"Stay with the same employer, same role",Male,Not Asked,Not Asked,1
